order_id,client_id,product_id,product_category,order_price,order_timestamp,order_status,payment_method,shipping_method,shipping_cost
26194,97d941b8-598c-4431-b4c1-e7b8715d22a0,P00221,Beverages,73.72,2023-07-29 16:22:33,delivered,debit_card,standard,3.31
26196,9f935b75-c1fc-4937-82e0-6d37d93659c4,P00409,Snacks,40.66,2023-07-29 06:11:57,delivered,credit_card,pickup,0.0
26197,bceee795-24ed-4b05-9998-34ab528c17e6,P00570,Household,36.52,2023-07-29 22:08:04,delivered,paypal,standard,4.77
26198,b1ca433f-d71d-4ff7-859d-85e7456d9084,P00597,Household,64.34,2023-07-29 02:20:43,delivered,paypal,standard,5.14
26199,bd32f67f-d1dc-4d8b-8c2c-252fe5dc64ba,P00598,Household,29.65,2023-07-29 19:25:45,delivered,cash,standard,5.75
26200,2154ede3-0b21-49e2-b7b3-a393e7a54eaa,P01113,Technology,92.09,2023-07-29 02:22:50,delivered,cash,standard,5.88
26201,583ead8d-1a73-4375-a41f-4ce9b4461e10,P00476,Snacks,52.31,2023-07-29 15:06:02,delivered,paypal,standard,7.14
26202,52374dc6-b8ae-4ebe-9aa2-247125c03bf8,P00637,Household,36.85,2023-07-29 12:49:45,delivered,paypal,standard,3.35
26204,80025844-5428-4207-b465-6210dd3ec833,P00095,Beverages,29.85,2023-07-29 06:13:10,delivered,cash,standard,4.49
26205,0911ea1a-d709-4d5b-9853-5b9f5e5b0caa,P00345,Snacks,99.28,2023-07-29 22:45:14,delivered,credit_card,pickup,0.0
26206,a07200f5-42c2-4119-bbb0-072a9e6918e5,P01248,Technology,46.15,2023-07-29 04:50:37,delivered,cash,standard,5.71
26207,c4cc7128-1586-4114-b00b-30eec491d4bd,P00010,Beverages,59.83,2023-07-29 05:44:36,delivered,debit_card,standard,5.65
26208,ebf80571-8150-48a4-aaae-13dcfcd868ae,P00104,Beverages,63.25,2023-07-29 07:03:30,delivered,credit_card,standard,2.89
26209,cf3a5e92-9710-4ab7-98f1-09f99e9d4aa5,P00015,Beverages,55.83,2023-07-29 17:42:48,delivered,credit_card,pickup,0.0
26210,680b27fa-4853-4069-b1f4-fa0ac7197c1a,P01009,Technology,16.7,2023-07-29 23:23:40,delivered,cash,standard,5.93
26211,3888ac80-c34b-4f63-a464-0151388719d5,P01039,Technology,89.54,2023-07-29 13:11:09,delivered,paypal,standard,5.62
26212,59fa0be5-6d29-4e90-a323-d9fa86bf1e0c,P00991,Personal Care,30.0,2023-07-29 15:34:05,delivered,cash,standard,4.94
26213,b80b0002-23b9-4bb6-8bcb-77a45f8e3b89,P00285,Snacks,16.59,2023-07-29 10:10:48,delivered,cash,standard,5.11
26214,02ca2ee2-ad65-4df8-9f91-b3911aad3384,P00876,Personal Care,36.63,2023-07-29 05:25:33,delivered,paypal,standard,5.07
26215,b30958cf-9cb2-4d8d-aac5-7845510d94d5,P00494,Snacks,9.58,2023-07-29 14:03:35,delivered,credit_card,standard,5.82
26216,3763a7c9-f183-48ec-b7a9-f9685fc4f1d9,P01107,Technology,40.19,2023-07-29 19:15:31,delivered,credit_card,standard,5.56
26217,2f4f597f-b85a-4993-b9f4-d90956cbf8f7,P00762,Personal Care,52.31,2023-07-29 14:13:48,delivered,credit_card,standard,6.56
26218,114ad125-abb8-4aae-aee1-d4276fa0dd10,P00324,Snacks,50.29,2023-07-29 23:13:36,delivered,credit_card,standard,4.38
26219,6eaef451-74b2-427d-9e6d-b8ce919c2e5b,P01070,Technology,5.17,2023-07-29 05:30:06,delivered,debit_card,standard,4.2
26220,4a9e9f62-0097-4a8e-8efe-75f1eebc1583,P00288,Snacks,82.45,2023-07-29 06:14:47,delivered,credit_card,standard,5.91
26221,3aeda4e8-1698-432f-825e-38fe91a1799e,P00987,Personal Care,48.1,2023-07-29 22:28:30,delivered,cash,standard,3.82
26222,517629cb-c651-4669-a72b-24847d94c1ec,P01117,Technology,70.92,2023-07-29 06:44:20,delivered,credit_card,standard,5.15
26223,88be3c0e-40d1-4738-81e5-299b60985333,P00643,Household,101.14,2023-07-29 11:26:49,delivered,paypal,standard,5.52
26224,c1be7ce4-5199-4603-86c2-45e28fa7794a,P00747,Household,38.32,2023-07-29 12:17:36,delivered,bank_transfer,standard,5.97
26226,a07200f5-42c2-4119-bbb0-072a9e6918e5,P00978,Personal Care,85.28,2023-07-29 01:33:50,delivered,credit_card,standard,6.35
26227,203b012c-1111-482e-8d25-9a98729953f6,P01188,Technology,56.51,2023-07-29 20:06:29,delivered,credit_card,standard,4.57
26228,0f8c35b4-98fc-4007-ba85-a88bdbd7dc2a,P00130,Beverages,54.26,2023-07-29 23:21:20,delivered,debit_card,standard,4.08
26229,556ee7ab-8650-4cf6-ad53-baf1c43a5be8,P00418,Snacks,92.54,2023-07-29 05:03:23,delivered,debit_card,standard,4.87
26230,945a4791-6a73-40ff-a982-d6ec81d86baa,P00154,Beverages,75.48,2023-07-29 03:44:46,delivered,debit_card,pickup,0.0
26231,12531562-13fd-4143-a407-334fc8117e42,P00943,Personal Care,79.16,2023-07-29 07:33:38,delivered,credit_card,pickup,0.0
26232,82c71b4c-0e89-4339-9a02-7c37c3b8a4ba,P01029,Technology,24.78,2023-07-29 06:03:34,delivered,bank_transfer,standard,6.28
26233,fbae3fde-4b13-4061-b771-c7991f9cb36a,P00679,Household,1.33,2023-07-29 20:00:03,delivered,credit_card,standard,2.54
26234,5ac010fd-4de3-4791-b5ab-cef2439c153d,P01014,Technology,82.63,2023-07-29 18:11:49,delivered,credit_card,standard,6.08
26236,c6070002-16da-42c5-af5b-69c63071d40e,P00466,Snacks,66.45,2023-07-29 04:11:58,delivered,debit_card,standard,4.09
26237,f202cb40-efa5-482d-9bda-b572513bf0ba,P01233,Technology,15.17,2023-07-29 06:39:40,delivered,cash,standard,8.27
26238,2b7e6ff8-d9df-4027-acaa-a025b1b2233c,P00883,Personal Care,64.27,2023-07-29 14:55:10,delivered,credit_card,standard,5.37
26239,e66e1226-3d82-4c3f-b446-3f5b916abed2,P00185,Beverages,96.4,2023-07-29 14:01:29,delivered,debit_card,standard,2.98
26240,db6a8cbf-890c-4f70-a8c6-e096a90e5d1f,P01062,Technology,24.46,2023-07-29 06:09:16,delivered,debit_card,express,12.56
26241,79ed4f9a-8b50-498e-8499-25512cd0a1af,P00959,Personal Care,75.14,2023-07-29 16:25:15,delivered,credit_card,standard,5.02
26242,f29f649c-554b-4d1d-9c6d-846a49ac909f,P00275,Snacks,50.44,2023-07-29 03:42:10,delivered,bank_transfer,express,13.38
26243,47d54017-96c4-4ade-994b-2ea1648d03ea,P00808,Personal Care,71.14,2023-07-29 13:16:27,delivered,credit_card,standard,5.24
26244,47d54017-96c4-4ade-994b-2ea1648d03ea,P00918,Personal Care,78.49,2023-07-29 13:06:00,delivered,bank_transfer,standard,5.87
26245,cd23c697-d00b-4893-9a7e-b92932e23739,P01193,Technology,28.46,2023-07-29 18:41:02,delivered,credit_card,standard,3.2
26246,06fafa80-c3d5-4e91-bf4a-d042800fd7f3,P01024,Technology,99.48,2023-07-29 16:24:39,delivered,cash,express,6.31
26247,d75b0294-45fb-448f-86fa-792609e12d93,P00329,Snacks,80.49,2023-07-29 20:11:25,delivered,credit_card,standard,5.13
26248,7d03534b-b4bc-4132-9884-d4086fd219da,P00064,Beverages,60.37,2023-07-29 06:09:46,delivered,credit_card,standard,3.42
26249,0a6e6ccc-58e6-4f13-9a93-1864fb99bc3a,P01119,Technology,60.35,2023-07-29 23:15:43,delivered,debit_card,standard,6.69
26250,8b47df28-98b8-42eb-808f-f936721c8dbc,P00265,Snacks,31.85,2023-07-29 20:03:24,delivered,bank_transfer,standard,6.25
26251,e95e5bb3-cde3-40f1-b3fc-2525bda3dda7,P00056,Beverages,17.78,2023-07-29 19:15:44,delivered,credit_card,standard,6.83
26252,ca4dbfdb-090c-413b-99db-3c5108681ef9,P00481,Snacks,92.73,2023-07-29 07:45:03,delivered,bank_transfer,standard,3.8
26253,d0fface7-811b-4299-830e-7e23a7ea9396,P00583,Household,81.64,2023-07-29 09:44:47,delivered,credit_card,express,8.38
26254,969c1e36-8561-4baf-929f-6fe015e1d6de,P01172,Technology,69.3,2023-07-29 00:40:11,delivered,debit_card,standard,5.39
26255,267800dd-af45-460a-92b0-917ce43ae4cb,P00890,Personal Care,91.64,2023-07-30 14:47:35,delivered,credit_card,standard,5.05
26256,14cff2df-614b-4957-b911-bfed6c5c3bb4,P01151,Technology,79.91,2023-07-30 17:52:00,delivered,credit_card,express,6.84
26257,06fafa80-c3d5-4e91-bf4a-d042800fd7f3,P00145,Beverages,23.74,2023-07-30 10:38:36,delivered,credit_card,standard,3.39
26258,092766f7-03fc-4132-81da-8e100ea27329,P00724,Household,35.9,2023-07-30 18:47:40,delivered,cash,standard,5.36
26259,134e4925-24e4-4cae-a846-f660ef724fd7,P00551,Household,52.26,2023-07-30 16:11:18,delivered,cash,standard,6.59
26260,4d2cbeb7-2db2-41a6-949a-f18919d15cc1,P00208,Beverages,97.89,2023-07-30 20:39:58,delivered,credit_card,standard,8.31
26261,4c80c1a1-1eb2-48f0-ac51-6e7a504ce187,P00387,Snacks,54.02,2023-07-30 22:57:37,delivered,paypal,standard,4.27
26262,dd5154d6-bc56-4d39-a4fa-ed3b6f84bb66,P00767,Personal Care,61.84,2023-07-30 10:34:38,delivered,debit_card,standard,4.77
26264,47d54017-96c4-4ade-994b-2ea1648d03ea,P00939,Personal Care,1.93,2023-07-30 00:07:44,delivered,bank_transfer,pickup,0.0
26265,63ed5bb5-e72c-49f9-91b2-0167fbb1cf96,P00572,Household,92.33,2023-07-30 11:54:56,delivered,bank_transfer,standard,4.77
26266,207bbb4f-5311-4b42-8537-47cc33bbf7ce,P00183,Beverages,89.89,2023-07-30 22:07:21,delivered,bank_transfer,standard,6.17
26267,f93350b8-6757-4975-9469-f1732d10f918,P01112,Technology,74.75,2023-07-30 04:54:40,delivered,debit_card,standard,3.47
26268,d40e1afe-f8af-4226-b739-14a38a41be25,P01051,Technology,77.37,2023-07-30 10:35:06,delivered,credit_card,standard,4.5
26269,1abea374-bc6d-4656-bd7b-deb87daa26b3,P01251,Technology,87.54,2023-07-30 05:49:53,delivered,credit_card,express,13.73
26270,c609ff25-a53e-4e54-9fbd-cc1cc38d19ea,P00780,Personal Care,86.29,2023-07-30 23:33:13,delivered,credit_card,pickup,0.0
26271,2f7201df-1dc1-4757-af19-ea27413ec3e3,P01162,Technology,96.57,2023-07-30 22:16:35,delivered,credit_card,express,13.86
26272,d1216a21-7f61-4444-8914-84d5b663799e,P00938,Personal Care,72.82,2023-07-30 14:21:50,delivered,credit_card,express,10.15
26273,e63529b2-6919-4bb4-bf02-795db895bfdd,P01111,Technology,12.06,2023-07-30 18:33:38,delivered,debit_card,standard,5.73
26274,e885407d-fbcf-48d6-a377-18b6d326dd03,P01069,Technology,58.68,2023-07-30 15:22:45,delivered,credit_card,standard,4.45
26275,777b69cd-3fec-4b2b-94f3-92e653b40d85,P01083,Technology,76.26,2023-07-30 08:16:38,delivered,paypal,express,9.39
26276,9f4f87a1-a85c-4711-8a3d-a28f223b1d1e,P01205,Technology,93.54,2023-07-30 23:27:46,delivered,debit_card,standard,3.61
26277,28770266-6e58-4103-9371-e07afa8d50b5,P01077,Technology,84.86,2023-07-30 07:17:33,delivered,credit_card,standard,4.86
26278,976ddc9e-4f5e-40dc-905e-3357abae7050,P00833,Personal Care,80.41,2023-07-30 17:52:38,delivered,credit_card,standard,3.41
26279,0f8ed715-ae83-412a-b6f9-92d6ab933868,P00543,Household,15.76,2023-07-30 08:04:54,delivered,credit_card,standard,4.29
26280,798873b4-938c-436d-b9ab-12abde2d609d,P00581,Household,60.44,2023-07-30 03:35:40,delivered,credit_card,express,9.07
26281,73662bca-decc-4bc3-8560-dd27482ba15d,P00638,Household,89.72,2023-07-30 13:06:03,delivered,debit_card,standard,3.67
26282,7f94e1f9-004e-4317-8ec3-cb306798f162,P00395,Snacks,46.44,2023-07-30 09:22:38,delivered,credit_card,standard,5.12
26283,e3d7b1d4-93fe-4a39-8e3e-1469c5709450,P00761,Personal Care,33.14,2023-07-30 07:29:06,delivered,credit_card,standard,3.55
26285,c5623d78-83c2-418f-a955-5452eaacffa9,P00236,Beverages,63.1,2023-07-30 03:59:37,delivered,credit_card,standard,7.27
26286,cd23c697-d00b-4893-9a7e-b92932e23739,P01130,Technology,94.68,2023-07-30 17:45:44,delivered,credit_card,express,14.42
26287,f673de5a-01eb-4b89-9e24-da20c2c4f85c,P01046,Technology,66.02,2023-07-30 15:29:04,delivered,cash,express,7.63
26288,73ed90ff-a27d-4228-800f-9b6fff4a5663,P00865,Personal Care,33.13,2023-07-30 03:19:50,delivered,credit_card,express,11.03
26289,e0bcc02f-9f2d-42f0-95a0-7b78d8868d19,P00606,Household,82.34,2023-07-30 22:21:40,delivered,credit_card,pickup,0.0
26290,4c545342-d806-48a6-8c8c-10d406ed7831,P01211,Technology,79.22,2023-07-30 19:20:34,delivered,credit_card,standard,5.77
26292,46c507d7-011d-4dd5-9a44-05415f7bd3e9,P01067,Technology,104.07,2023-07-30 14:39:01,delivered,credit_card,standard,5.23
26293,548ccf48-ff4a-4557-8507-7b052b60725b,P00009,Beverages,96.02,2023-07-30 13:01:02,delivered,bank_transfer,standard,5.31
26294,d9fd0213-e645-485c-a10a-6b06793a7cad,P01141,Technology,67.31,2023-07-30 06:05:28,delivered,cash,standard,6.33
26296,b982911d-1bf2-4115-aeb1-851cc8c509fa,P00433,Snacks,52.14,2023-07-30 23:48:24,delivered,credit_card,standard,4.05
26297,a30f9ae4-879f-4a17-9a6a-5799f3842908,P00394,Snacks,60.31,2023-07-30 12:33:39,delivered,debit_card,pickup,0.0
26298,da860243-3e45-4e04-94c1-2499bbb7b45d,P00999,Personal Care,1.89,2023-07-30 21:20:48,delivered,debit_card,standard,3.75
26299,2d67d416-dc37-4ead-ab7b-4b62d8562a3c,P00169,Beverages,68.19,2023-07-30 12:16:23,delivered,credit_card,standard,4.32
26300,2b1552a9-869b-4e52-a813-f928712f5093,P00520,Household,49.41,2023-07-30 06:20:59,delivered,debit_card,standard,5.93
26302,59ea04df-fe24-4287-aa0d-f688dd94fe71,P00954,Personal Care,95.14,2023-07-30 16:15:58,delivered,credit_card,standard,3.07
26303,3a799c56-caac-45b1-a08e-6a7be2e7db65,P01183,Technology,68.04,2023-07-30 13:59:57,delivered,paypal,standard,5.02
26305,541e2ace-15b7-4f16-88e6-61661841e1c4,P00981,Personal Care,67.81,2023-07-30 16:30:08,delivered,debit_card,standard,4.48
26306,38dea93d-56bd-491e-b421-25ee588f3801,P00101,Beverages,76.58,2023-07-30 19:41:03,delivered,debit_card,standard,2.5
26307,88be3c0e-40d1-4738-81e5-299b60985333,P01001,Personal Care,82.45,2023-07-30 17:49:48,delivered,debit_card,standard,6.66
26308,c7c1f12f-ef11-4ea5-8cca-5a78e9be0f11,P00862,Personal Care,88.48,2023-07-30 19:07:25,delivered,paypal,express,6.06
26309,3888ac80-c34b-4f63-a464-0151388719d5,P01048,Technology,41.72,2023-07-30 13:50:32,delivered,credit_card,pickup,0.0
26310,841351e5-77e4-4be0-be93-c6f79094581e,P00032,Beverages,77.04,2023-07-30 03:47:21,delivered,credit_card,standard,4.65
26311,3c02d69c-b0fc-41a0-afdd-88ad12dfa30d,P01120,Technology,86.06,2023-07-30 18:33:28,delivered,debit_card,standard,2.93
26312,db259252-37df-4dbb-a260-5dd7423c8b9b,P00199,Beverages,27.15,2023-07-30 02:52:21,delivered,cash,standard,4.16
26313,75016123-e585-430c-ab14-0671fa097607,P01211,Technology,70.6,2023-07-30 21:37:19,delivered,cash,standard,4.2
26314,a2627211-7aea-473e-9933-7c96b2a0a017,P00418,Snacks,88.13,2023-07-30 17:27:44,delivered,credit_card,express,11.61
26315,cfa899df-6437-4b03-bcfb-fa08a7dc4344,P01003,Personal Care,15.32,2023-07-30 22:56:07,delivered,debit_card,standard,5.24
26316,56cc5d8e-4067-40ed-8494-60fa1231dca9,P00566,Household,97.31,2023-07-30 09:07:16,delivered,debit_card,standard,4.92
26317,84153e95-3ff1-4ab1-a8ef-c463e6528ac4,P00205,Beverages,44.48,2023-07-30 20:34:03,delivered,debit_card,standard,4.23
26318,7f63b6e5-582c-46a9-b3dd-b1f3715e6bd9,P00898,Personal Care,18.05,2023-07-30 20:20:17,delivered,bank_transfer,standard,4.91
26319,c3e8cf34-c2a5-4bac-a059-59dcef58ae14,P00856,Personal Care,57.55,2023-07-30 15:53:34,delivered,credit_card,standard,6.06
26320,e9c68325-0bac-4f56-9202-c7ee965146d5,P00789,Personal Care,78.72,2023-07-30 18:16:00,delivered,debit_card,standard,5.67
26321,8d83c172-9b9b-4803-9b86-03313e252eac,P01117,Technology,75.07,2023-07-30 23:38:27,delivered,cash,standard,5.09
26322,39685750-bfae-483a-be4d-f203ec4430c3,P00889,Personal Care,3.4,2023-07-30 06:56:27,delivered,credit_card,standard,4.86
26323,b02dd726-85c1-47e6-a8af-472e94d69492,P00616,Household,39.56,2023-07-30 03:04:35,delivered,credit_card,standard,3.45
26324,0a6e6ccc-58e6-4f13-9a93-1864fb99bc3a,P01039,Technology,87.35,2023-07-30 09:41:08,delivered,paypal,standard,5.82
26325,d36f3310-6020-4b89-9b87-3ede9a7b86b3,P01146,Technology,10.6,2023-07-30 03:30:15,delivered,credit_card,standard,5.31
26326,e0e2c883-90cd-4a81-bb5d-d7aaa4777f83,P00655,Household,38.25,2023-07-30 16:04:33,delivered,credit_card,standard,4.98
26327,e4646eec-fd03-4b7b-a990-7b3d08485b61,P00937,Personal Care,43.13,2023-07-30 22:17:21,delivered,credit_card,standard,3.77
26328,803bb81b-6f7c-4dbc-8368-b4ac6dd7536e,P00666,Household,60.34,2023-07-30 08:59:39,delivered,cash,pickup,0.0
26329,47f7f559-80c8-46a1-82e5-008865c8b868,P00257,Snacks,34.94,2023-07-30 10:56:55,delivered,debit_card,express,10.35
26330,e0bcc02f-9f2d-42f0-95a0-7b78d8868d19,P00022,Beverages,7.04,2023-07-30 13:00:39,delivered,debit_card,standard,5.56
26331,81d4fcbf-3f79-44b8-b490-43c5a4f63e78,P01205,Technology,93.62,2023-07-30 02:50:26,delivered,credit_card,express,12.46
26332,be369631-2dd9-4204-9f44-c727b8c1e15e,P00076,Beverages,93.18,2023-07-30 01:04:54,delivered,bank_transfer,express,11.39
26333,8268b059-b4c5-4bd4-b2d7-8f91b0e1b54f,P00175,Beverages,26.19,2023-07-30 19:08:48,delivered,credit_card,standard,5.4
26334,8e0828b6-a5a1-46fa-b87e-7c25f591c363,P00592,Household,24.87,2023-07-30 14:23:51,delivered,debit_card,standard,5.34
26335,212f5987-9893-46e0-8b76-636338edaa39,P01016,Technology,61.1,2023-07-30 15:59:26,delivered,credit_card,standard,4.89
26336,949b6819-5f41-437c-9b98-0f5410f90130,P00365,Snacks,16.15,2023-07-30 23:31:59,delivered,bank_transfer,standard,5.11
26337,11819f13-dfed-458d-8292-d38cee5ed679,P00754,Personal Care,31.69,2023-07-30 00:34:12,delivered,credit_card,standard,6.19
26338,c72cfcb4-e1c7-49db-a50c-a48ad1fac5b2,P00503,Household,46.63,2023-07-30 05:18:38,delivered,paypal,standard,3.92
26340,6bba5d2a-f837-48e5-a2c1-af8b7166a0e4,P01192,Technology,83.07,2023-07-30 14:11:42,delivered,credit_card,standard,5.47
26341,455bb0f0-028f-416f-abdf-7e192949577c,P01018,Technology,78.8,2023-07-30 15:07:14,delivered,cash,standard,5.02
26342,3a239e00-3a8d-4037-bc0a-7537eeda9ace,P00392,Snacks,12.51,2023-07-30 02:39:07,delivered,credit_card,standard,4.77
26343,cf32b7af-2082-4c30-baef-0d0690a9b328,P00348,Snacks,3.23,2023-07-30 09:44:20,delivered,cash,standard,2.95
26344,7ac7a850-4f19-4c85-921b-b0e5ba921ee9,P00297,Snacks,52.6,2023-07-30 21:28:48,delivered,credit_card,express,9.87
26345,7fc357b3-f5c1-4224-969a-85110cffe00b,P00065,Beverages,39.78,2023-07-30 14:28:40,delivered,debit_card,standard,4.95
26346,daebbe27-a7fb-413b-a4cd-d8df75fd3d21,P00245,Beverages,83.92,2023-07-30 07:03:16,delivered,cash,standard,5.89
26347,c24e5085-34c2-4412-94dd-ff14b998b2b4,P00016,Beverages,1.72,2023-07-30 08:26:19,delivered,debit_card,express,11.0
26349,83dd6b0f-74fe-4fdc-8357-2e1588198e33,P00624,Household,15.01,2023-07-30 22:30:23,delivered,cash,pickup,0.0
26350,0ca912e9-02e4-418f-8b6b-cf837b5fc347,P01077,Technology,95.91,2023-07-30 02:35:14,delivered,credit_card,express,10.12
26351,6eaef451-74b2-427d-9e6d-b8ce919c2e5b,P01116,Technology,55.69,2023-07-30 09:22:44,delivered,cash,pickup,0.0
26352,f29f649c-554b-4d1d-9c6d-846a49ac909f,P00484,Snacks,29.43,2023-07-30 08:00:16,delivered,debit_card,standard,4.4
26353,670e7994-a0a8-487f-a90c-71bf6abb03a7,P00451,Snacks,64.17,2023-07-30 10:00:59,delivered,debit_card,standard,4.92
26354,90dd012b-c243-4895-8689-964e5467215b,P00723,Household,46.07,2023-07-30 21:22:04,delivered,cash,standard,4.39
26355,93394845-880f-451a-b49f-ebc03651580a,P01061,Technology,48.09,2023-07-30 00:54:40,delivered,credit_card,express,9.75
26356,3e72e646-e3af-402c-afe6-eb1d2eff5f95,P01208,Technology,62.03,2023-07-30 09:38:02,delivered,cash,standard,4.53
26357,b6d934e3-14df-4096-95ef-31b566d78bcd,P01009,Technology,16.48,2023-07-30 04:29:20,delivered,cash,express,7.19
26358,12531562-13fd-4143-a407-334fc8117e42,P00152,Beverages,59.73,2023-07-30 17:29:52,delivered,credit_card,express,9.6
26359,fdb73f58-2cca-444a-ae3d-55c2698feb70,P00954,Personal Care,89.19,2023-07-30 01:06:57,delivered,bank_transfer,standard,6.04
26360,d75b0294-45fb-448f-86fa-792609e12d93,P00287,Snacks,41.07,2023-07-30 11:02:06,delivered,bank_transfer,standard,5.95
26361,4f66de5e-aabb-48ea-9026-cbcc0800b936,P01041,Technology,63.14,2023-07-30 19:32:52,delivered,credit_card,standard,5.44
26362,870f521d-f0c7-4b07-9134-f83e1472c9fa,P01025,Technology,67.17,2023-07-30 10:58:12,delivered,debit_card,standard,5.62
26363,70fe8932-972c-4a9f-b6fe-1c5f3dc04f6f,P01160,Technology,45.53,2023-07-30 00:27:26,delivered,bank_transfer,standard,5.64
26364,5d5ea4cf-8628-4674-bfb7-7d9aa6816c38,P00520,Household,49.16,2023-07-30 16:37:29,delivered,paypal,standard,5.93
26365,020e8648-a85d-4925-9367-9c26c45133b0,P00802,Personal Care,84.27,2023-07-30 01:55:59,delivered,credit_card,standard,5.3
26366,3eca174d-4c2d-4947-abe6-746b8f845db2,P00295,Snacks,96.8,2023-07-30 19:51:49,delivered,debit_card,standard,4.75
26367,c4cc7128-1586-4114-b00b-30eec491d4bd,P00600,Household,91.41,2023-07-30 10:07:23,delivered,debit_card,standard,5.22
26368,6b914ad1-08d8-40ca-93d2-2fa0e96e108f,P00093,Beverages,89.88,2023-07-30 11:55:11,delivered,credit_card,standard,4.77
26369,d6154f32-c836-489a-a748-7eb5da81cf49,P00943,Personal Care,77.89,2023-07-30 08:13:12,delivered,debit_card,express,8.96
26370,f4abd719-8f74-4e5b-bd6f-0ebe9179a156,P00381,Snacks,78.35,2023-07-30 04:39:18,delivered,debit_card,standard,5.28
26371,6341b0d0-6049-47a6-b47d-8ba83b7269fe,P01061,Technology,41.49,2023-07-30 09:40:54,delivered,paypal,standard,5.11
26372,d6b73623-7d6d-45ae-b2f8-bfe404af5162,P01228,Technology,89.33,2023-07-30 03:39:09,delivered,debit_card,standard,3.4
26373,c70713df-3961-4c3a-a499-07b2e5e0a9d3,P01229,Technology,9.02,2023-07-30 15:02:19,delivered,debit_card,standard,4.5
26374,c7f2096b-0d00-41c3-9ed2-892ab8f593d9,P01080,Technology,59.25,2023-07-30 06:18:06,delivered,debit_card,standard,5.32
26375,9ccadf1a-ef56-4481-8a77-ba2ecf06d8e0,P00599,Household,64.64,2023-07-30 23:58:19,delivered,credit_card,standard,3.96
26376,f849b181-74db-43a5-8cb6-2af88ec6be3c,P00097,Beverages,6.97,2023-07-30 11:47:21,delivered,cash,standard,3.99
26377,78c9c90f-2e2d-47df-85db-757fa831a17b,P00726,Household,96.26,2023-07-30 23:18:10,delivered,credit_card,express,10.73
26378,6998b543-0a33-4f50-a05e-8f4e1e2b7a95,P00438,Snacks,80.37,2023-07-30 05:14:11,delivered,cash,express,9.01
26379,09b9bf30-39fb-4439-a3dd-83ca73810c34,P00064,Beverages,61.67,2023-07-30 10:26:53,delivered,credit_card,standard,3.51
26380,fc16dc5f-a2b7-4551-8e80-03a071e2cb4a,P01213,Technology,70.08,2023-07-30 03:27:43,delivered,cash,standard,5.21
26381,9ce92a08-3dbd-4c29-a9ad-bc9d71b582d0,P01060,Technology,92.06,2023-07-30 03:30:19,delivered,cash,express,12.39
26382,41261943-9ce1-4847-966a-8b4820f51106,P00357,Snacks,35.37,2023-07-30 20:38:22,delivered,paypal,express,10.82
26383,5018d512-1a44-43ec-96c4-bc5bca3c1586,P01023,Technology,20.02,2023-07-30 12:49:29,delivered,credit_card,express,9.06
26384,df1057b9-5b50-4f58-ac18-1755acf12bef,P00115,Beverages,62.46,2023-07-30 16:09:51,delivered,credit_card,standard,5.78
26385,763e8d13-5150-4a92-9968-0519c2733905,P01026,Technology,81.76,2023-07-30 18:06:52,delivered,cash,standard,3.89
26386,c7da42d7-54a6-4ce7-9ebe-790c9cb96028,P00063,Beverages,90.85,2023-07-30 11:41:02,delivered,credit_card,express,9.8
26387,9d708234-98a7-4068-86c1-d1b4852254a3,P01036,Technology,98.08,2023-07-30 05:34:42,delivered,bank_transfer,express,10.89
26388,83a6a8a2-3c1f-449a-bc40-3cda9ddf904e,P00786,Personal Care,89.82,2023-07-30 10:20:38,delivered,credit_card,standard,3.86
26389,680b27fa-4853-4069-b1f4-fa0ac7197c1a,P00844,Personal Care,24.44,2023-07-30 14:08:55,delivered,credit_card,standard,3.82
26390,03f8f574-5526-4dd7-b708-f7896680a5be,P00474,Snacks,71.5,2023-07-30 00:43:59,delivered,paypal,standard,4.14
26391,f0078595-c4a8-4612-973e-58b4679f0932,P00308,Snacks,47.45,2023-07-30 15:28:40,delivered,credit_card,standard,4.45
26392,98c66015-debe-4ffb-aa6c-d952d493de68,P01049,Technology,93.51,2023-07-30 19:08:35,delivered,cash,express,10.84
26393,02ae69a8-a8e9-4f12-8c71-6a49f59d9c0b,P00615,Household,45.25,2023-07-30 02:14:10,delivered,cash,pickup,0.0
26394,a3b05110-69f7-4388-9a57-3cdd4aab3c59,P00819,Personal Care,64.31,2023-07-30 15:15:49,delivered,bank_transfer,express,11.15
26395,48172715-65c9-4ca5-98be-9bfb52d14ae7,P00986,Personal Care,74.93,2023-07-30 21:28:34,delivered,bank_transfer,standard,6.45
26396,32410b76-a68b-4ec7-afa6-d38a2e9d2a48,P01072,Technology,30.22,2023-07-30 22:16:16,delivered,credit_card,standard,4.38
26397,ef7bbfe8-8a1b-4cfb-a760-fe4c070d2cd4,P00298,Snacks,65.37,2023-07-30 20:02:27,delivered,debit_card,standard,6.54
26398,f1d499a1-1a20-485a-832b-260fbea1c530,P00123,Beverages,38.13,2023-07-30 19:56:58,delivered,debit_card,pickup,0.0
26399,7cc29a5a-19cf-4b21-8451-70ab5ba43726,P01171,Technology,66.54,2023-07-30 09:30:56,delivered,credit_card,standard,4.41
26400,d0fface7-811b-4299-830e-7e23a7ea9396,P00451,Snacks,64.04,2023-07-30 08:02:07,delivered,paypal,standard,4.54
